time,bat_tp.soc,tp_tp.soc,pcb_tp.soc,mod_tp.soc,pmu_tp.soc,soc_tp.soc,bat_tp.mod,tp_tp.mod,pcb_tp.mod,mod_tp.mod,pmu_tp.mod,soc_tp.mod,bat_side.top,tp_side.top,pcb_side.top,mod_side.top,pmu_side.top,soc_side.top,bat_side.rt,tp_side.rt,pcb_side.rt,mod_side.rt,pmu_side.rt,soc_side.rt,bat_side.lf,tp_side.lf,pcb_side.lf,mod_side.lf,pmu_side.lf,soc_side.lf,bat_bc.soc,tp_bc.soc,pcb_bc.soc,mod_bc.soc,pmu_bc.soc,soc_bc.soc,bat_bc.pmu,tp_bc.pmu,pcb_bc.pmu,mod_bc.pmu,pmu_bc.pmu,soc_bc.pmu
0.235794769,298.1500244,298.1550598,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1550293,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1503296,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1503601,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1503296,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.259374246,298.1500244,298.1555481,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1555481,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1504211,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1504517,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1503906,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.285311671,298.1500244,298.1560974,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1560974,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1505127,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1505737,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1505127,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.313842838,298.1500244,298.1567078,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1567078,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1506348,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1506958,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1506348,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.345227121,298.1500244,298.1573792,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1574097,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1508179,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1509399,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1508179,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.379749834,298.1500244,298.1581421,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1581421,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.151062,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1511841,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.151001,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.417724817,298.1500244,298.1589355,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1589355,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1513367,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1514587,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1513062,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.459497299,298.1500244,298.1598511,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1598206,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1517029,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1518555,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1516724,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.505447028,298.1500244,298.1608276,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1607971,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1521606,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1523743,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1520996,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.555991731,298.1500244,298.1618958,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1618958,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1527405,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1530151,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.15271,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.611590904,298.1500244,298.1630859,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1630859,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1535034,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1538086,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1534424,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.672749995,298.1500244,298.1643677,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1643982,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1544189,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1548462,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1543579,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.740024994,298.1500244,298.1658325,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1658325,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1555481,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1560669,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1554565,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.814027494,298.1500244,298.1674194,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1673889,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1569519,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1575928,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1568604,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.895430243,298.1500244,298.1691589,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1691284,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1586914,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1594238,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1585693,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
0.984973268,298.1500244,298.171051,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.171051,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1607666,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1616821,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1606445,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
1.083470594,298.1500244,298.1731567,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1731567,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1633301,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1643677,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.163147,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
1.191817654,298.1500244,298.1754456,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.175415,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1663818,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1676025,298.1500244,298.1500244,298.1500244,298.1499939,298.1499939,298.1661682,298.1500244,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
1.310999419,298.1500244,298.1779785,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.177948,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1700439,298.1499939,298.1499939,298.1499939,298.1500244,298.1500244,298.1714478,298.1500244,298.1500549,298.1500244,298.1499939,298.1499939,298.1697693,298.1500244,298.1499939,298.1499939,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
1.442099361,298.1500244,298.1807251,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1807251,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1743774,298.1500244,298.1499939,298.1499939,298.1500244,298.1500244,298.1760559,298.1500244,298.1500854,298.1500244,298.1499939,298.1499939,298.1740723,298.1500244,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244,298.1500244
1.586309297,298.1500244,298.1837769,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1837463,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1795044,298.1500244,298.1499939,298.1499939,298.1500244,298.1500244,298.1814575,298.1500244,298.150177,298.1500244,298.1499939,298.1499939,298.1791382,298.1500854,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500244,298.1500244,298.1500244,298.1500244,298.1500549,298.1500244
1.744940227,298.1500244,298.1871338,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1871033,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1499939,298.1855774,298.1500549,298.1499939,298.1499939,298.1500244,298.1500244,298.1877747,298.1500244,298.1503296,298.1500244,298.1499939,298.1499939,298.1851196,298.1501465,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500244,298.1500244,298.1500244,298.1500244,298.1500549,298.1500244
1.91943425,298.1500244,298.1907654,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1907349,298.1500244,298.1500244,298.1499939,298.1499939,298.1499939,298.1499939,298.192688,298.1500854,298.1499939,298.1499939,298.1500244,298.1500244,298.1951904,298.1500244,298.1505737,298.1500244,298.1499939,298.1499939,298.1921082,298.1502686,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500244,298.1500244,298.1500244,298.1500244,298.1500854,298.1500244
2.111377675,298.1500244,298.1947632,298.1500244,298.1500244,298.1500244,298.1500244,298.1499939,298.1947632,298.1500244,298.1500244,298.1499939,298.1499939,298.1499939,298.1499939,298.2009583,298.1501465,298.1499939,298.1499939,298.1500244,298.1500244,298.2037659,298.1500244,298.151001,298.1500244,298.1499939,298.1499939,298.2002563,298.1505127,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500244,298.1500244,298.1500244,298.1500244,298.1500854,298.1500244
2.322515442,298.1500244,298.1991577,298.1500244,298.1500244,298.1500244,298.1500549,298.1499939,298.1991577,298.1500244,298.1500244,298.1499939,298.1499939,298.1499939,298.1500244,298.2105408,298.150238,298.1500244,298.1499939,298.1500244,298.1500244,298.2137146,298.1500244,298.1517334,298.1500549,298.1499939,298.1500244,298.2097168,298.1508789,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500244,298.1500244,298.1500244,298.1500244,298.1501465,298.1500244
2.554766986,298.1500244,298.2039795,298.1500244,298.1500244,298.1500244,298.1500854,298.1499939,298.203949,298.1500244,298.1500244,298.1499939,298.1499939,298.1499939,298.1500244,298.2216187,298.1504517,298.1500244,298.1499939,298.1500244,298.1500244,298.2251587,298.1500244,298.1528931,298.1500854,298.1499939,298.1500244,298.2205811,298.1515198,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500854,298.1500244,298.1500244,298.1500244,298.1500244,298.150177,298.1500244
2.810243685,298.1500549,298.209259,298.1500549,298.1500244,298.1500244,298.1500854,298.1499939,298.2092285,298.1500549,298.1500549,298.1499939,298.1499939,298.1499939,298.1500244,298.234375,298.1507568,298.1500549,298.1499939,298.1500244,298.1500244,298.2382202,298.1500244,298.1547241,298.150177,298.1499939,298.1500244,298.2331238,298.1525269,298.1499939,298.1499939,298.1500549,298.1500549,298.1500549,298.1500549,298.1500549,298.1500854,298.1500244,298.1500244,298.1500244,298.1500244,298.1502686,298.1500244
3.091268053,298.1500549,298.2150269,298.1500549,298.1500244,298.1500244,298.150116,298.1499939,298.2149658,298.1500549,298.1500854,298.1499939,298.1499939,298.1499939,298.1500244,298.2489624,298.1512756,298.1500854,298.1499939,298.1500244,298.1500244,298.2531738,298.1500244,298.1575317,298.1503296,298.1499939,298.1500244,298.2474365,298.1541138,298.1499939,298.1499939,298.1500549,298.1500549,298.1500854,298.1500549,298.1500549,298.1500854,298.1500244,298.1500244,298.1500244,298.1500244,298.1503906,298.1500244
3.400394859,298.1500549,298.2213135,298.1500854,298.1500244,298.1500244,298.150177,298.1499939,298.221283,298.1500854,298.150116,298.1499939,298.1499939,298.1499939,298.1500549,298.265564,298.1521606,298.1502075,298.1499939,298.1500244,298.1500854,298.2701416,298.1500244,298.1617432,298.1505737,298.1499939,298.1500549,298.2637939,298.1564636,298.1499939,298.1499939,298.1500549,298.1500549,298.1500854,298.1500549,298.1500854,298.150116,298.1500244,298.1500244,298.1500244,298.1500244,298.1505432,298.1500244
3.740434344,298.1500854,298.2282104,298.150116,298.1500244,298.1500549,298.1502075,298.1499939,298.2281494,298.1501465,298.1501465,298.1499939,298.1499939,298.1499939,298.1500854,298.2843628,298.1535339,298.1503906,298.1500244,298.1500244,298.1500854,298.2892456,298.1500244,298.1679077,298.151001,298.1499939,298.1500549,298.2822876,298.1600037,298.1499939,298.1499939,298.1500854,298.1500549,298.1500854,298.1500549,298.1500854,298.1501465,298.1500244,298.1500244,298.1500549,298.1500244,298.1507874,298.1500244
